wait_penalty,early_buzz_penalty,status,num_ok,num_total,seconds,buzz_accuracy,mean_sq,mean_buzz_step,ece,brier,objective
0.0,0.2,ok,3,3,4.16,0.356060606060606,0.278246951880143,1.3484848484848486,0.08614432089256517,0.22138645247616187,0.5912353974944664
0.0,0.5,ok,3,3,3.726,0.356060606060606,0.27177518078346435,1.3484848484848486,0.08614432089256517,0.22138645247616187,0.5847636263977878
0.0,0.8,ok,3,3,3.717,0.37121212121212116,0.2913535316819479,2.6969696969696972,0.08137955087603944,0.2098183594977783,0.6218758774560493
0.02,0.2,ok,3,3,3.694,0.3409090909090909,0.3011151823931372,0.0,0.09090909090909088,0.23295454545454544,0.5965697278476827
0.02,0.5,ok,3,3,3.676,0.356060606060606,0.2952245924717531,1.3484848484848486,0.08614432089256517,0.22138645247616187,0.6082130380860765
0.02,0.8,ok,3,3,3.787,0.356060606060606,0.2926993104069315,1.3484848484848486,0.08614432089256517,0.22138645247616187,0.6056877560212549
0.05,0.2,ok,3,3,3.784,0.3409090909090909,0.3180380506855868,0.0,0.09090909090909088,0.23295454545454544,0.6134925961401323
0.05,0.5,ok,3,3,4.048,0.3409090909090909,0.2995626018557061,0.0,0.09090909090909088,0.23295454545454544,0.5950171473102516
0.05,0.8,ok,3,3,4.126,0.3409090909090909,0.30306285306427644,0.0,0.09090909090909088,0.23295454545454544,0.5985173985188219
